,clean_title,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,title,studio,domestic_grossbom,foreign_grossbom,year,worldwide_grossbom,Sport,Crime,News,Romance,Sci-Fi,Western,Horror,Drama,Family,nan,Mystery,Musical,Fantasy,Adventure,Documentary,Thriller,Comedy,Reality-TV,Music,History,Action,Animation,averagerating,numvotes,release_date_CH,movie_CH,production_budget_CH,domestic_gross_CH,worldwide_gross_CH,international_gross,genre_ids
3523,blackkklansman,tt7349662,BlacKkKlansman,BlacKkKlansman,2018,135.0,"Biography,Crime,Drama",21,2018-08-10,BlacKkKlansman,15000000,49275340,93017335,43741995,BlacKkKlansman,Focus,49300000.0,44000000.0,2018.0,93300000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.5,149005.0,"Aug 10, 2018",BlacKkKlansman,15.0,49.0,93.0,44.0,"[crime, drama]"
3524,the interpreter,tt7368554,The Interpreter,The Interpreter,2018,113.0,"Comedy,Drama",63,2005-04-22,The Interpreter,90000000,72708161,162753837,90045676,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.7,241.0,,,,,,,
3525,getaway,tt7371048,Getaway,Getaway,2017,,Thriller,20,2013-08-30,Getaway,18000000,10501938,11813989,1312051,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,"Aug 30, 2013",Getaway,18.0,10.0,11.0,1.0,"[action, crime]"
3526,earth,tt7371774,Earth,Earth,2017,3.0,Documentary,36,2009-04-22,Earth,47000000,32011576,116773317,84761741,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3527,el chicano,tt7374952,El Chicano,El Chicano,2018,108.0,Drama,16,2019-05-03,El Chicano,8000000,700261,700261,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,290.0,,,,,,,
3528,awake,tt7379226,Awake,Awake,2017,84.0,Drama,29,2007-11-30,Awake,8600000,14373825,32968648,18594823,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3529,yes,tt7379804,Yes,Yes,2019,,Sci-Fi,47,2005-06-24,Yes,1700000,396035,661221,265186,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3530,the rock,tt7380602,The Rock,The Rock,2017,9.0,"Documentary,Family",38,1996-06-07,The Rock,75000000,134069511,336069511,202000000,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3531,point blank,tt7381042,Point Blank,Point Blank,2017,,"Action,Thriller",69,2067-09-18,Point Blank,3000000,0,0,0,Point Blank,Magn.,708000.0,8500000.0,2011.0,9208000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,,,,,,,
3532,prophecy,tt7385128,Prophecy,Prophecy,2019,82.0,Documentary,83,1979-06-15,Prophecy,12000000,22673340,22673340,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3533,closure,tt7385812,Closure,Closure,2018,90.0,"Comedy,Drama",95,2015-03-17,Closure,100000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.9,15.0,,,,,,,
3534,"paul, apostle of christ",tt7388562,"Paul, Apostle of Christ","Paul, Apostle of Christ",2018,108.0,"Adventure,Biography,Drama",95,2018-03-23,"Paul, Apostle of Christ",5000000,17547999,25529498,7981499,"Paul, Apostle of Christ",Affirm,17600000.0,5500000.0,2018.0,23100000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.7,5662.0,"Mar 23, 2018","Paul, Apostle of Christ",5.0,17.0,25.0,8.0,[history]
3535,the interview,tt7391246,The Interview,The Interview,2017,73.0,Documentary,33,2014-02-06,The Interview,44000000,6105175,12342632,6237457,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Feb 6, 2014",The Interview,44.0,6.0,12.0,6.0,"[action, comedy]"
3536,shooter,tt7393218,Shooter,Shooter,2012,130.0,"Action,Romance",2,2007-03-23,Shooter,60000000,47003582,95538560,48534978,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,
3537,stuck,tt7393990,Stuck,Stuck,2017,360.0,Comedy,76,2008-05-30,Stuck,5000000,67505,67505,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,
3538,unforgiven,tt7394636,Unforgiven,Neproshchennyy,2018,106.0,Drama,70,1992-08-07,Unforgiven,14400000,101157447,159157447,58000000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3,562.0,,,,,,,
3539,believe,tt7399140,Believe,Believe,2019,109.0,Drama,13,2016-12-02,Believe,3500000,890303,890303,0,Believe,ORF,6200000.0,,2013.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3540,the messenger,tt7399174,The Messenger,The Messenger,2016,77.0,Documentary,1,2009-11-13,The Messenger,6500000,1109660,1744952,635292,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3541,instant family,tt7401588,Instant Family,Instant Family,2018,118.0,"Comedy,Drama",20,2018-11-16,Instant Family,48000000,67363237,119736188,52372951,Instant Family,Par.,67400000.0,53200000.0,2018.0,120600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.4,46728.0,"Nov 16, 2018",Instant Family,48.0,67.0,119.0,52.0,"[comedy, drama]"
3542,signs,tt7405570,SIGNS,SIGNS,2014,,Drama,92,2002-08-02,Signs,70702619,227969295,408269295,180300000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3543,teen titans go! to the movies,tt7424200,Teen Titans Go! To the Movies,Teen Titans Go! To the Movies,2018,84.0,"Action,Animation,Comedy",84,2018-07-27,Teen Titans Go! To The Movies,10000000,29790236,51620593,21830357,Teen Titans Go! To The Movies,WB,29800000.0,22300000.0,2018.0,52100000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,6.8,12525.0,,,,,,,
3544,ali,tt7425522,Ali,Ali,2019,130.0,"Adventure,Sport",45,2001-12-25,Ali,109000000,58183966,87683966,29500000,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,
3545,devil,tt7442358,Devil,Akuma,2018,89.0,Drama,71,2010-09-17,Devil,10000000,33679655,63354114,29674459,Devil,Uni.,33600000.0,29100000.0,2010.0,62700000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,"Sep 17, 2010",Devil,10.0,33.0,63.0,30.0,"[horror, mystery, thriller]"
3546,the shadow,tt7443450,The Shadow,The Shadow,2013,70.0,Sci-Fi,71,1994-07-01,The Shadow,40000000,31835600,31835600,0,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3547,anna,tt7456310,Anna,Anna,2019,,"Action,Thriller",64,2014-06-06,Anna,4357373,0,1200000,1200000,Anna,VE,4300.0,,2014.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,,,,,,,
3548,super,tt7456902,Super,Super,2016,92.0,Adventure,34,2011-04-01,Super,2500000,327716,593933,266217,Super,IFC,328000.0,,2011.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,
3549,rust,tt7467324,Rust,Ferrugem,2018,100.0,Drama,93,2010-10-05,Rust,250000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,377.0,,,,,,,
3550,jesse,tt7470980,Jesse,Jesse,2017,52.0,Documentary,32,2014-08-12,Jesse,950000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3551,rivers edge,tt7476946,River's Edge,Rib̢zu ejji,2018,118.0,Crime,4,1987-05-08,River's Edge,1900000,4600000,4600000,0,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3,409.0,,,,,,,
3552,wild,tt7480724,Wild,Sauvages,2018,92.0,"Drama,Romance",33,2014-12-03,Wild,15000000,37880356,52460543,14580187,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.9,17.0,,,,,,,
3553,sinister,tt7489744,Sinister,Sinister,2017,,Drama,69,2012-10-12,Sinister,3000000,48086903,87727807,39640904,Sinister,LG/S,48100000.0,29600000.0,2012.0,77700000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3554,above and beyond,tt7491090,Above and Beyond,Above and Beyond,2014,56.0,Documentary,38,2015-01-30,Above and Beyond,1300000,288751,288751,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3555,hugo,tt7496196,Hugo,Hugo,2017,80.0,Documentary,89,2011-11-23,Hugo,180000000,73864507,180047784,106183277,Hugo,Par.,73900000.0,111900000.0,2011.0,185800000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.9,11.0,"Nov 23, 2011",Hugo,180.0,73.0,180.0,107.0,"[adventure, drama, family]"
3556,ordinary people,tt7501058,Ordinary People,Ordinary People,2014,91.0,Drama,18,1980-09-19,Ordinary People,6000000,52302978,52302978,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3557,absentia,tt7501544,Absentia,Absentia,2011,60.0,Sci-Fi,6,2011-12-31,Absentia,70000,0,8555,8555,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3558,call of the wild,tt7504726,Call of the Wild,Call of the Wild,2020,,"Adventure,Animation,Family",36,2020-02-21,Call of the Wild,82000000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,
3559,the mask,tt7504864,The Mask,The Mask,2017,139.0,"Crime,Fantasy,Thriller",66,1994-07-29,The Mask,18000000,119920129,351620129,231700000,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,5.7,30.0,,,,,,,
3560,spellbound,tt7510984,Spellbound,Spellbound,2018,,Mystery,74,2045-10-31,Spellbound,1500000,7000000,7000000,0,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3561,mama,tt7514806,Mama,Mama,2017,89.0,Documentary,9,2013-01-18,Mama,15000000,71628180,148095566,76467386,Mama,Uni.,71600000.0,74800000.0,2013.0,146400000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Jan 18, 2013",Mama,15.0,71.0,148.0,77.0,[horror]
3562,the conspirator,tt7520136,The Conspirator,The Conspirator,2012,,Comedy,80,2011-04-15,The Conspirator,25000000,11538204,15907411,4369207,The Conspirator,RAtt.,11500000.0,3900000.0,2011.0,15400000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,"Apr 15, 2011",The Conspirator,25.0,11.0,15.0,4.0,"[crime, drama, history]"
3563,the thing,tt7520556,The Thing,The Thing,2017,5.0,Documentary,77,2011-10-14,The Thing,38000000,16999934,27573078,10573144,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Oct 14, 2011",The Thing,38.0,16.0,27.0,11.0,"[horror, sci-fi, mystery, thriller]"
3564,nowhere to run,tt7526304,Nowhere to Run,Feng men gui ying,2015,92.0,Thriller,65,1993-01-15,Nowhere to Run,15000000,22189039,52189039,30000000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,
3565,teeth,tt7535280,Teeth,Dintii,2017,71.0,Drama,48,2008-01-18,Teeth,2000000,347578,2350641,2003063,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.8,25.0,,,,,,,
3566,the great wall,tt7535780,The Great Wall,The Great Wall,2017,72.0,Documentary,92,2017-02-17,The Great Wall,150000000,45157105,334486852,289329747,The Great Wall,Uni.,45500000.0,289400000.0,2017.0,334900000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.5,24.0,"Feb 17, 2017",The Great Wall,150.0,45.0,334.0,289.0,"[action, adventure, fantasy]"
3567,eden,tt7539088,Eden,Eden,2019,85.0,"Crime,Drama",66,2016-01-19,Eden,2300000,0,0,0,Eden,BG,65500.0,,2015.0,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,11.0,,,,,,,
3568,ben is back,tt7545524,Ben Is Back,Ben Is Back,2018,103.0,Drama,95,2018-12-07,Ben is Back,13000000,3703182,9633111,5929929,Ben is Back,RAtt.,3700000.0,,2018.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7,10402.0,,,,,,,
3569,the gift,tt7555254,The Gift,The Gift,2017,32.0,"Biography,Documentary,Sport",28,2000-12-19,The Gift,10000000,12008642,44567606,32558964,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3570,the gift,tt7555254,The Gift,The Gift,2017,32.0,"Biography,Documentary,Sport",63,2015-08-07,The Gift,5000000,43787265,58978477,15191212,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3571,the wall,tt7578246,The Wall,The Wall,2017,,Documentary,29,2017-05-12,The Wall,3000000,1803064,4495262,2692198,The Wall,RAtt.,1800000.0,2700000.0,2017.0,4500000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3572,melancholia,tt7592248,Melancholia,Melancholia,2018,,Documentary,62,2011-11-11,Melancholia,9400000,3030848,21817298,18786450,Melancholia,Magn.,3000000.0,12900000.0,2011.0,15900000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Nov 11, 2011",Melancholia,9.0,3.0,21.0,18.0,"[drama, sci-fi]"
3573,beautiful,tt7594192,Beautiful,Beautiful,2019,,Drama,1,2000-09-29,Beautiful,9000000,3134509,3134509,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3574,phantom,tt7598276,Phantom,Phantom,2018,106.0,"Crime,Horror,Thriller",43,2013-03-01,Phantom,18000000,1034589,1199510,164921,,,,,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8.2,37.0,,,,,,,
3575,alive,tt7611352,Alive,Alive,2018,91.0,"Horror,Thriller",2,1993-01-15,Alive,32000000,36299670,36299670,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.8,26.0,,,,,,,
3576,rush hour,tt7620218,Rush Hour,Rush Hour,2018,80.0,Documentary,31,1998-09-18,Rush Hour,35000000,141186864,245300000,104113136,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.6,71.0,,,,,,,
3577,anonymous,tt7632298,Anonymous,Anonymous,2017,60.0,"Action,Comedy,Mystery",90,2011-10-28,Anonymous,27500000,4463292,15815509,11352217,Anonymous,Sony,4500000.0,10900000.0,2011.0,15400000.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,,,"Oct 28, 2011",Anonymous,27.0,4.0,15.0,11.0,"[drama, history, thriller]"
3578,what men want,tt7634968,What Men Want,What Men Want,2019,117.0,"Comedy,Fantasy,Romance",21,2019-02-08,What Men Want,20000000,54611903,69911903,15300000,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,4.9,10141.0,,,,,,,
3579,no mans land,tt7644852,No Man's Land,No Man's Land,2018,77.0,Horror,52,2001-12-07,No Man's Land,1000000,1067481,2684207,1616726,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3580,magnolia,tt7666988,Magnolia,Magnolia,2016,85.0,"Drama,Family,Romance",2,1999-12-17,Magnolia,37000000,22450975,48446802,25995827,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3581,out of time,tt7682204,Out of Time,Out of Time,2019,,"Action,Drama,Sci-Fi",49,2003-10-03,Out of Time,50000000,41083108,55489826,14406718,,,,,,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,
3582,let there be light,tt7689186,Let There Be Light,Let There Be Light,2019,93.0,Drama,3,2017-10-27,Let There Be Light,3000000,7233471,7241309,7838,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3583,superfly,tt7690670,SuperFly,Superfly,2018,116.0,"Action,Crime,Thriller",49,2018-06-13,Superfly,16000000,20537137,20723581,186444,Superfly,Sony,20500000.0,236000.0,2018.0,20736000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5.0,4753.0,,,,,,,
3584,driven,tt7692822,Driven,Driven,2019,,Thriller,87,2001-04-27,Driven,72000000,32616869,54616869,22000000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,8.4,25.0,,,,,,,
3585,annie,tt7693920,Annie,Annie,2011,,"Comedy,Musical",89,2014-12-19,Annie,65000000,85911262,139829625,53918363,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,,,"Dec 19, 2014",Annie,65.0,85.0,139.0,54.0,"[comedy, drama, family]"
3586,promised land,tt7694204,Promised Land,Promised Land,2017,,Documentary,13,2013-01-04,Promised Land,15000000,7597898,12394562,4796664,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Jan 4, 2013",Promised Land,15.0,7.0,12.0,5.0,[drama]
3587,beowulf,tt7694546,Beowulf,Beowulf,2018,80.0,"Action,Drama,Fantasy",88,2007-11-16,Beowulf,150000000,82280579,195080579,112800000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,,,,,,,,
3588,hide and seek,tt7699008,Hide and Seek,Cache cache,2018,77.0,Thriller,96,2005-01-28,Hide and Seek,25000000,51100486,123696741,72596255,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,
3589,promised land,tt7701646,Promised Land,Promised Land,2017,46.0,Documentary,13,2013-01-04,Promised Land,15000000,7597898,12394562,4796664,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Jan 4, 2013",Promised Land,15.0,7.0,12.0,5.0,[drama]
3590,whatever it takes,tt7717404,Whatever it Takes,Whatever it Takes,2015,,Drama,7,2000-03-24,Whatever it Takes,15000000,8735529,8735529,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3591,hero,tt7720054,Hero,Hero,2017,,Drama,63,1992-10-02,Hero,42000000,19487173,66787173,47300000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3592,the crew,tt7721552,The Crew,The Crew,2018,,Documentary,88,2000-08-25,The Crew,23000000,13019253,13019253,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3593,genius,tt7722258,Genius,Genius,2018,165.0,"Action,Thriller",10,2016-06-10,Genius,17000000,1361045,7265283,5904238,Genius,RAtt.,1400000.0,4300000.0,2016.0,5700000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4.7,747.0,"Jun 10, 2016",Genius,17.0,1.0,7.0,6.0,"[drama, history]"
3594,tomorrowland,tt7728220,Tomorrowland,Tomorrowland,2017,70.0,Documentary,23,2015-05-22,Tomorrowland,170000000,93436322,206627518,113191196,Tomorrowland,BV,93400000.0,115700000.0,2015.0,209100000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.3,7.0,"May 22, 2015",Tomorrowland,170.0,93.0,206.0,113.0,"[adventure, family, mystery, sci-fi]"
3595,king kong,tt7733440,King Kong,King Kong,2018,,"Action,Adventure",40,2005-12-14,King Kong,207000000,218080025,550517357,332437332,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,
3596,king kong,tt7733440,King Kong,King Kong,2018,,"Action,Adventure",75,1976-12-17,King Kong,23000000,52614445,90614445,38000000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,
3597,king kong,tt7733440,King Kong,King Kong,2018,,"Action,Adventure",97,2033-04-07,King Kong,672000,10000000,10000650,650,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,,,,,,,
3598,detention,tt7738704,Detention,Detention,2019,,Horror,45,2012-04-13,Detention,10000000,0,0,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3599,brightburn,tt7752126,Brightburn,Brightburn,2019,90.0,"Horror,Sci-Fi",13,2019-05-24,BrightBurn,7000000,16794432,27989498,11195066,,,,,,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5,12515.0,,,,,,,
3600,the missing,tt7764590,The Missing,The Missing,2014,51.0,Mystery,11,2003-11-26,The Missing,65000000,26900336,38253433,11353097,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3601,big,tt7766254,Big,Big,2017,99.0,Documentary,67,1988-06-03,Big,18000000,114968774,151668774,36700000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.5,6.0,,,,,,,
3602,out of time,tt7770164,Out of Time,Out of Time,2018,90.0,,49,2003-10-03,Out of Time,50000000,41083108,55489826,14406718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,the secret,tt7772386,The Secret,The Secret,2018,,"Drama,Musical",27,2006-10-01,The Secret,3500000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,,,,,,,,,
3604,hereditary,tt7784604,Hereditary,Hereditary,2018,127.0,"Drama,Horror,Mystery",56,2018-06-08,Hereditary,10000000,44069456,70133905,26064449,Hereditary,A24,44100000.0,35300000.0,2018.0,79400000.0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.3,151571.0,"Jun 8, 2018",Hereditary,10.0,44.0,70.0,26.0,"[horror, mystery, thriller]"
3605,spotlight,tt7785302,Spotlight,Spotlight,2015,99.0,Drama,34,2015-11-06,Spotlight,20000000,45055776,92088460,47032684,Spotlight,ORF,45100000.0,53200000.0,2015.0,98300000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,12.0,,,,,,,
3606,entrapment,tt7787588,Entrapment,Entrapment,2015,,War,68,1999-04-30,Entrapment,66000000,87707396,211700000,123992604,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3607,conviction,tt7799386,Conviction,Une intime conviction,2018,110.0,Drama,28,2010-10-15,Conviction,12500000,6797696,11826980,5029284,Conviction,FoxS,6800000.0,2900000.0,2010.0,9700000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,234.0,"Oct 15, 2010",Conviction,12.0,6.0,11.0,5.0,[drama]
3608,henry v,tt7809816,Henry V,Henry V,2018,122.0,"Adventure,Biography,Drama",91,1989-11-08,Henry V,9000000,10161099,10176701,15602,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,
3609,lost and found,tt7818674,Lost and Found,Lost and Found,2017,13.0,Documentary,11,1999-04-23,Lost and Found,14000000,6552255,6552255,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3610,snow white and the seven dwarfs,tt7821084,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,2017,49.0,"Animation,Family",18,2037-12-21,Snow White and the Seven Dwarfs,1488000,184925486,184925486,0,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,
3611,the illusionist,tt7821100,The Illusionist,The Illusionist,2016,,Documentary,22,2006-08-18,The Illusionist,16500000,39868642,83792062,43923420,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,"Aug 18, 2006",The Illusionist,16.0,39.0,83.0,44.0,"[animation, drama]"
3612,red 11,tt7837402,Red 11,Red 11,2019,77.0,"Horror,Sci-Fi,Thriller",78,2018-12-31,Red 11,7000,0,0,0,,,,,,,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.6,43.0,,,,,,,
3613,lady in white,tt7844060,Lady in White,Lady in White,2018,98.0,"Comedy,Drama",12,1988-04-22,Lady in White,4700000,1705139,1705139,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,
3614,the missing,tt7855934,The Missing,The Missing,2016,90.0,"Biography,Drama,Romance",11,2003-11-26,The Missing,65000000,26900336,38253433,11353097,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
3615,soldier,tt7865910,Soldier,Soldier,2015,,Documentary,68,1998-10-23,Soldier,75000000,14623082,14623082,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,,
3616,abduction,tt7867360,Abduction,Abduction,2019,106.0,"Action,Sci-Fi",96,2011-09-23,Abduction,35000000,28087155,86648359,58561204,Abduction,LGF,28100000.0,54000000.0,2011.0,82100000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.1,1592.0,"Sep 23, 2011",Abduction,35.0,28.0,86.0,58.0,"[thriller, action, mystery]"
